,end_position,entity_type,lefts,rights,start_position,subtree,text_value
2710,175480,PERSON,[],[:],175474,"[LATHAM, :,  ]",LATHAM
2711,175521,ORG,"[form.\n\nA., The]",['s],175513,"[form.\n\nA.,  , The, company\, 's]",company\
2712,175575,ORG,[],[],175571,[\'88],\'88
2713,175664,ORG,[],[],175646,"[Brown, &, Williamson]",Brown & Williamson
2714,175682,DATE,[],[],175668,"[the, late, 1990s]",the late 1990s
2715,175884,ORG,[],[],175879,[\'60s],\'60s
2716,175908,DATE,[],[],175897,"[early, \'60s]",early \'60s
2717,176076,CARDINAL,[],[],176073,[279],279
2718,176185,QUANTITY,[],[],176136,"[490, -, 3430\n\n-, mnrnmnmimmtimmmmmiimimmm\n\niHTHirw]",490-3430\n\n- mnrnmnmimmtimmmmmiimimmm\n\niHTHirw
2719,176477,PERSON,[],[],176309,"[\\3, CO\x0c\npgNbr=125\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage]",\\3 CO\x0c\npgNbr=125\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage
2720,176495,PRODUCT,[],"[in, in, .]",176478,"[389\n\noriginated, in, the, American, Tobacco, Company, in, 1941, .]",389\n\noriginated
2721,176527,ORG,[],[],176499,"[the, American, Tobacco, Company]",the American Tobacco Company
2722,176535,DATE,[],[],176531,[1941],1941
2723,176586,ORG,[a],['s],176572,"[a, minute.\n\nIt\, 's]",minute.\n\nIt\
2724,176683,PERSON,[],[],176666,"[remember?\n\nA.,  ]",remember?\n\nA.  
2725,176722,CARDINAL,[],[],176711,[that?\n\nMR],that?\n\nMR
2726,176732,ORG,[],[:],176724,"[ANDERSON, :,  ]",ANDERSON
2727,176739,NORP,[],[],176735,[I\'m],I\'m
2728,176797,PERSON,[Mr.],[],176791,"[Mr., Wilner]",Wilner
2729,176801,PERSON,[],[.],176799,"[MR, .]",MR
2730,176809,ORG,[],[:],176803,"[WILNER, :,  ]",WILNER
2731,176820,NORP,[No],"[okay, .]",176816,"[No, ,, I\'m, okay, .,  ]",I\'m
2732,176849,ORDINAL,[a],[],176843,"[a, second]",second
2733,176861,PERSON,[],[],176859,[MR],MR
2734,176882,PERSON,[],[],176863,"[WILNER:\n\nQ.,      ]",WILNER:\n\nQ.      
2735,177027,ORG,[],[],177011,"[American, Tobacco]",American Tobacco
2736,177080,PERSON,[],[.],177078,"[MR, .]",MR
2737,177088,PERSON,[],[:],177082,"[LATHAM, :,  ]",LATHAM
2738,177114,PERSON,[],[],177110,"[A.,  ]",A.  
2739,177168,ORG,[],[],177152,"[American, Tobacco]",American Tobacco
2740,177212,PERSON,[I],[],177204,"[I, haven\'t]",haven\'t
2741,177239,CARDINAL,"[every, single]",[],177236,"[every, single, one]",one
2742,177254,ORG,[],['s],177248,"[there\, 's]",there\
2743,177348,DATE,[],"[,, was]",177344,"[1941, ,, when, was, the, first, time, that, you, saw, it?\n\nA.,  , This, particular, one]",1941
2744,177368,ORDINAL,[],[],177363,[first],first
2745,177423,PERSON,[],[],177419,"[Q.,  ]",Q.  
2746,177454,CARDINAL,[],[],177451,[279],279
2747,177636,CARDINAL,[],[],177635,[4],4
2748,177919,PERSON,[],[ ],177906,"[before.\n\nQ.,  ]",before.\n\nQ.
2749,177977,ORG,[],[],177961,"[American, Tobacco]",American Tobacco
2750,177983,ORDINAL,[],[],177978,[first],first
2751,178001,ORDINAL,[],[],177996,[first],first
2752,178065,PERSON,[],[.],178063,"[MR, .]",MR
2753,178073,PERSON,[],[:],178067,"[LATHAM, :,  ]",LATHAM
2754,178099,PERSON,[],[],178095,"[A.,  ]",A.  
2755,178156,PERSON,[],[],178137,"[litigation.\n\nQ.,  ]",litigation.\n\nQ.  
2756,178207,ORDINAL,[],[],178202,[first],first
2757,178255,PERSON,[],[],178251,"[A.,  ]",A.  
2758,178292,ORDINAL,[],[],178287,[first],first
2759,178317,PERSON,[],['s],178311,"[there\, 's]",there\
2760,178510,PERSON,[the],[],178496,"[the, company?\n\nMR]",company?\n\nMR
2761,178518,PERSON,[],[:],178512,"[LATHAM, :,  ]",LATHAM
2762,178544,PERSON,[],[],178540,"[A.,  ]",A.  
2763,178606,ORDINAL,[],[],178601,[first],first
2764,178653,ORG,[],[],178631,"[South, American, Tobacco]",South American Tobacco
2765,178963,CARDINAL,[],[],178960,[279],279
2766,179048,PERSON,[COMPANY],[],178999,"[the\n\nL_\n\n212, -, 279, -, 9424\n\nVERITEXT, REPORTING, COMPANY, www.veritext.com\n\n212-490-3430\n\n<\xef\xbf\xbd]",www.veritext.com\n\n212-490-3430\n\n<\xef\xbf\xbd
2767,179640,PERSON,[],[],179621,"[litigation.\n\nQ.,  ]",litigation.\n\nQ.  
2768,179712,GPE,[],[],179702,[huh?\n\nMR],huh?\n\nMR
2769,179720,PERSON,[],[:],179714,"[LATHAM, :,  ]",LATHAM
2770,179746,PERSON,[],[],179742,"[A.,  ]",A.  
2771,179801,ORDINAL,[],[],179796,[first],first
2772,179902,ORG,[],[],179886,"[American, Tobacco]",American Tobacco
2773,179951,CARDINAL,[],[ ],179940,"[1941?\n\nA.,  ]",1941?\n\nA.
2774,180153,GPE,[],[],180146,[Winston],Winston
2775,180159,GPE,"[Winston, -]",[],180154,"[Winston, -, Salem]",Salem
2776,180215,GPE,[],[],180205,[but?\n\nMR],but?\n\nMR
2777,180223,PERSON,[],[:],180217,"[LATHAM, :,  ]",LATHAM
2778,180249,PERSON,[],[],180245,"[A.,  ]",A.  
2779,180402,CARDINAL,[],[],180399,[279],279
2780,180742,PERSON,[],[392\n\nwe],180438,"[www.veritextcom\n\n212-490-3430\n\nm\\\'w\'*<\xef\xbf\xbd,mi\\<ivm\\iumtwmmmm\xef\xbf\xbdmmmmimmimimmmmi\n\ncn\n\nCO\n\noo, cn\n\no\n\ncn\n\nro\x0c\npgNbr=128\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, 392\n\nwe]","www.veritextcom\n\n212-490-3430\n\nm\\\'w\'*<\xef\xbf\xbd,mi\\<ivm\\iumtwmmmm\xef\xbf\xbdmmmmimmimimmmmi\n\ncn\n\nCO\n\noo cn\n\no\n\ncn\n\nro\x0c\npgNbr=128\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage"
2781,180752,CARDINAL,[],[],180743,[392\n\nwe],392\n\nwe
2782,180793,PERCENT,[],['s],180787,"[there\, 's, also]",there\
2783,180853,ORG,[],[],180850,[MSA],MSA
2784,180873,PRODUCT,[MSA],[],180854,"[MSA, settlement.\n\nQ.,  ]",settlement.\n\nQ.  
2785,180876,ORG,[],[],180873,[MSA],MSA
2786,180908,ORDINAL,[],[],180903,[first],first
2787,180965,DATE,[],[],180961,[1941],1941
2788,181026,GPE,[the],[],181013,"[the, public?\n\nMR]",public?\n\nMR
2789,181034,PERSON,[],[:],181028,"[LATHAM, :,  ]",LATHAM
2790,181061,PERSON,[],[],181057,"[A.,  ]",A.  
2791,181188,PERSON,[],[],181184,"[A.,  ]",A.  
2792,181459,PERSON,[],[],181443,"[A.,  , Yes.\n\nQ.,  ]",A.  Yes.\n\nQ.  
2793,181530,PERSON,[],[],181519,[they?\n\nMR],they?\n\nMR
2794,181538,PERSON,[],[:],181532,"[LATHAM, :,  ]",LATHAM
2795,181568,PERSON,[],"[,, I]",181561,"[A.,  , Urn, ,, I]",A.  Urn
2796,181733,CARDINAL,[],[],181730,[279],279
2797,181796,CARDINAL,[],[],181793,[490],490
2798,182142,PERSON,[ill],[],182037,"[ill, \xef\xbf\xbdiiiw^WWPWWWipWWIWPWWPWWIIf\xef\xbf\xbdWPIWPPW,\xef\xbf\xbd\'W^i\'""itiiiiw>""\xef\xbf\xbd\n\nen]","\xef\xbf\xbdiiiw^WWPWWWipWWIWPWWPWWIIf\xef\xbf\xbdWPIWPPW,\xef\xbf\xbd\'W^i\'""itiiiiw>""\xef\xbf\xbd\n\nen"
2799,182340,CARDINAL,"[O)\n\nco\n\no\n\ncn, ho\x0c\npgNbr=129\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage]",[ ],182331,"[O)\n\nco\n\no\n\ncn, ho\x0c\npgNbr=129\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, 393\n\nQ.,  ]",393\n\nQ.
2800,182355,PERSON,[],[],182348,[you\'re],you\'re
2801,182424,ORG,[],[],182396,"[The, American, Tobacco, Company]",The American Tobacco Company
2802,182432,DATE,[],[],182428,[1980],1980
2803,182553,PERSON,[],[],182549,"[A.,  ]",A.  
2804,182562,GPE,[A.],[.],182553,"[A.,  , Wo.\n\nMR, .]",Wo.\n\nMR
2805,182570,PERSON,[],[:],182564,"[LATHAM, :,  ]",LATHAM
2806,183033,FAC,[],[],183030,[R6D],R6D
2807,183265,PERSON,[wouldn\'t],[],183255,"[wouldn\'t, you?\n\nMR]",you?\n\nMR
2808,183273,ORG,[],[:],183267,"[LATHAM, :,  ]",LATHAM
2809,183431,CARDINAL,[],[COMPANY],183397,"[shared\n\n212, -, 279, -, 9424\n\nVER1TEXT, 279, -, 9424\n\nVER1TEXT, REPORTING, COMPANY]",shared\n\n212-279-9424\n\nVER1TEXT
2810,183564,ORG,[],"[l\'i""""""""\'""\'""""\'\xef\xbf\xbd\xef\xbf\xbd]",183491,"[m\'mmMmw^mmrrmmm^9^^mmmmmmmmim^tlHmimiimll\'^mlm^\'*\'\'\xef\xbf\xbd\'\'\, ', l\'i""""""""\'""\'""""\'\xef\xbf\xbd\xef\xbf\xbd]",m\'mmMmw^mmrrmmm^9^^mmmmmmmmim^tlHmimiimll\'^mlm^\'*\'\'\xef\xbf\xbd\'\'\
2811,183693,PERSON,"[m\'mmMmw^mmrrmmm^9^^mmmmmmmmim^tlHmimiimll\'^mlm^\'*\'\'\xef\xbf\xbd\'\'\, ......]",['],183657,"[m\'mmMmw^mmrrmmm^9^^mmmmmmmmim^tlHmimiimll\'^mlm^\'*\'\'\xef\xbf\xbd\'\'\, ', l\'i""""""""\'""\'""""\'\xef\xbf\xbd\xef\xbf\xbd, -, i\xef\xbf\xbdnn\n\n.\xef\xbf\xbd.i.wihiiiii, ......, imMmnwimvmrmmmwmimimmmil**1***\'^*""\, ']","imMmnwimvmrmmmwmimimmmil**1***\'^*""\"
2812,183751,CARDINAL,"[*, \'\'l*\'*\'\'1\'\'""\'""***^\'\n\ncn, )]",[],183738,"[*, \'\'l*\'*\'\'1\'\'""\'""***^\'\n\ncn, oo, O, ), 4*\n\nCD\n\no]",4*\n\nCD\n\no
2813,183940,CARDINAL,[],[],183929,[394\n\nthat],394\n\nthat
2814,184039,ORG,[],[],184008,"[the, Medical, College, of, Virginia]",the Medical College of Virginia
2815,184061,CARDINAL,[over],[],184058,"[over, 200]",200
2816,184156,PERSON,[],[],184137,"[example.\n\nQ.,     ]",example.\n\nQ.     
2817,184188,PERSON,[I],[],184181,"[I, didn\'t]",didn\'t
2818,184204,PERSON,[],[],184194,[you.\n\nMR],you.\n\nMR
2819,184212,PERSON,[],[:],184206,"[LATHAM, :,  ]",LATHAM
2820,184238,PERSON,[],[],184234,"[A.,  ]",A.  
2821,184276,NORP,[],[],184268,[American],American
2822,184321,ORG,[],[],184290,"[the, Medical, College, of, Virginia]",the Medical College of Virginia
2823,184342,CARDINAL,[],[],184334,"[over, 200]",over 200
2824,184469,ORG,[],[],184453,"[American, Tobacco]",American Tobacco
2825,184661,PERSON,[],[],184648,[public?\n\nMR],public?\n\nMR
2826,184669,PERSON,[],[:],184663,"[LATHAM, :,  ]",LATHAM
2827,184695,PERSON,[],[],184691,"[A.,  ]",A.  
2828,185015,CARDINAL,[],[],185012,[279],279
2829,185309,PERSON,[.....],"[""]",185194,"[....., \'ntm\xef\xbf\xbdiimivwrmi**mtmmm*mm!ii*m********\'\'*\xef\xbf\xbd*m""m\'\'\xef\xbf\xbd\'\'\'\'\'\'\'\'\'\'M\'""\'\'m, ""]","\'ntm\xef\xbf\xbdiimivwrmi**mtmmm*mm!ii*m********\'\'*\xef\xbf\xbd*m""m\'\'\xef\xbf\xbd\'\'\'\'\'\'\'\'\'\'M\'""\'\'m"
2830,185451,PERSON,[],[],185342,[ro\n\nCD\n\nmmmmmm\x0c\npgNbr=131\nimiMmiii.\xef\xbf\xbd*\xef\xbf\xbdw*\xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbdni],ro\n\nCD\n\nmmmmmm\x0c\npgNbr=131\nimiMmiii.\xef\xbf\xbd*\xef\xbf\xbdw*\xef\xbf\xbd\xef\xbf\xbd\xef\xbf\xbdni
2831,185632,CARDINAL,[11\n\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage],[ ],185623,"[11\n\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, 395\n\nQ.,  ]",395\n\nQ.
2832,185670,DATE,[],[],185666,[1941],1941
2833,185682,ORG,[],['s],185677,"[that\, 's]",that\
2834,185715,PERSON,[],[],185706,[wouldn\'t],wouldn\'t
2835,185724,CARDINAL,[],[of],185721,"[one, of, your, competitors]",one
2836,185772,DATE,[],[],185768,[1941],1941
2837,185798,DATE,[],[],185783,"[a, long, time, ago]",a long time ago
2838,185864,ORG,[the],['s],185856,"[the, company\, 's]",company\
2839,185997,ORG,[the],[],185970,"[the, Medical, College, of, Virginia]",Medical College of Virginia
2840,186108,ORG,[],[],186077,"[the, Medical, College, of, Virginia]",the Medical College of Virginia
2841,186214,FAC,[],[],186211,[MCV],MCV
2842,186388,ORG,[],[],186369,"[the, Medical, College]",the Medical College
2843,186427,ORG,[],[],186411,"[American, Tobacco]",American Tobacco
2844,186477,ORG,[],[],186446,"[the, Medical, College, of, Virginia]",the Medical College of Virginia
2845,186533,GPE,[],[],186519,[harmful?\n\nMR],harmful?\n\nMR
2846,186541,PERSON,[],[:],186535,"[LATHAM, :,  ]",LATHAM
2847,186568,PERSON,[],[],186564,"[A.,  ]",A.  
2848,186594,GPE,[],[],186590,[I\'d],I\'d
2849,186780,CARDINAL,[],[],186777,[279],279
2850,186936,ORG,[<],[],186926,"[<, D\n\nn.m.i]",D\n\nn.m.i
2851,186946,PERSON,[],[],186941,[     ],     
2852,187007,CARDINAL,"[CO\n\no, cn\n\nCO\n\no\x0c\npgNbr=132\n\n\tPage]",[],186993,"[CO\n\no, cn\n\nCO\n\no\x0c\npgNbr=132\n\n\tPage, 396\n\n1\n\tof]",396\n\n1\n\tof
2853,187016,GPE,[396\n\n1\n\tof],"[,, and, provide, .]",187008,"[CO\n\no, cn\n\nCO\n\no\x0c\npgNbr=132\n\n\tPage, 396\n\n1\n\tof, Virginia, ,, and, provide, them, grants, and, aid, to, do\n\n2\n\tthat, work, and, to, publish, that, work, .,  ]",Virginia
2854,187431,PERSON,[],[:],187425,"[LATHAM, :,  ]",LATHAM
2855,187516,PERSON,[],[:],187510,"[LATHAM, :,  ]",LATHAM
2856,187580,CARDINAL,[],[],187563,[what?\n\n14\n\tMR],what?\n\n14\n\tMR
2857,187588,PERSON,[],[:],187582,"[LATHAM, :,  ]",LATHAM
2858,187715,GPE,[biological],[ ],187694,"[biological, research.\n\n17\n\tQ.,  ]",research.\n\n17\n\tQ.
2859,187775,GPE,"[that, company]","[research?\n\n19\n\tA., And, addressing]",187758,"[that, the, company, is\n\n18\n\tdoing, biologic, research?\n\n19\n\tA.,  , And, addressing, any, potential, findings, out\n\n20\n\tthere, in, the, scientific, literature.\n\n21\n\tQ.,  ]",is\n\n18\n\tdoing
2860,187864,PERSON,[],[in],187846,"[out\n\n20\n\tthere, in, the, scientific, literature.\n\n21\n\tQ.,  ]",out\n\n20\n\tthere
2861,188117,PERSON,[that],[],188099,"[that, right?\n\n25\n\tMR]",right?\n\n25\n\tMR
2862,188125,PERSON,[],[:],188119,"[LATHAM, :,  ]",LATHAM
2863,188165,CARDINAL,[],[],188149,"[It\'s\n\n212, -, 279]",It\'s\n\n212-279
2864,188228,CARDINAL,[],[3430\n\n\],188225,"[490, -, 3430\n\n\]",490
2865,188541,PERSON,[],[.],188353,"[cn\n\nGO\x0c\npgNbr=133\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, 397\n\nrepetitive, 397\n\nrepetitive, .,  ]",cn\n\nGO\x0c\npgNbr=133\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 397\n\nrepetitive
2866,188601,PERSON,[Mr.],[],188584,"[Mr., Anderson,\n\nQ.,  ]","Anderson,\n\nQ.  "
2867,188697,PERSON,[],[.],188695,"[MR, .]",MR
2868,188705,PERSON,[],[:],188699,"[LATHAM, :,  ]",LATHAM
2869,188738,NORP,[form.\n\nA.],[],188734,"[form.\n\nA.,  , I\'m]",I\'m
2870,188840,PERSON,"[the, appropriate, scientific]",[],188820,"[the, appropriate, scientific, information.\n\nQ.,  ]",information.\n\nQ.  
2871,188906,PERSON,[],"[,, Larson]",188900,"[Larson, ,, Paul, Larson]",Larson
2872,188919,PERSON,[],[],188908,"[Paul, Larson]",Paul Larson
2873,188928,ORG,[],[],188924,[--is],--is
2874,189006,ORG,[],[ ],188968,"[the, Medical, College, of, Virginia?\n\nA.,  ]",the Medical College of Virginia?\n\nA.
2875,189055,PERSON,[],[],189038,[it\'s\xef\xbf\xbd],it\'s\xef\xbf\xbd
2876,189117,PERSON,[],[],189116,[ ], 
2877,189120,PERSON,[],['s],189117,"[It\, 's]",It\
2878,189129,CARDINAL,[],[],189128,[3],3
2879,189175,PERSON,[Mr.],"[,, Haag]",189169,"[Mr., Neeley, ,, Dr., Haag]",Neeley
2880,189185,PERSON,[Dr.],[],189181,"[Dr., Haag]",Haag
2881,189229,DATE,[],[],189212,"[nearly, a, year, ago]",nearly a year ago
2882,189325,PERSON,[Dr.],"[,, is]",189319,"[Dr., Larson, ,, who, is, a, young, physiologist]",Larson
2883,189397,PERSON,[],[],189369,"[that?\n\nA.,  , Yes.\n\nQ.,     ]",that?\n\nA.  Yes.\n\nQ.     
2884,189468,ORG,[the],[],189441,"[the, Medical, College, of, Virginia]",Medical College of Virginia
2885,189472,ORG,[],[],189470,[  ],  
2886,189651,PERSON,[],"[,]",189530,"[www.veritext.com\n\n212-490-3430\n\numl\\mlm^mm\xef\xbf\xbdmlmmmmm\'m*ltlMmmmml^lll>lm00>lf^\'*^*\'^\'\'\'\'u\xef\xbf\xbd, ,]",www.veritext.com\n\n212-490-3430\n\numl\\mlm^mm\xef\xbf\xbdmlmmmmm\'m*ltlMmmmml^lll>lm00>lf^\'*^*\'^\'\'\'\'u\xef\xbf\xbd
2887,189657,GPE,[],[],189653,[P\'*],P\'*
2888,189712,PERSON,[......],[],189663,"[P\'*, ......, tniinmfKm.m, >, mtmimmnmwiirMmmuim\xef\xbf\xbdmm*^^mi]",tniinmfKm.m>mtmimmnmwiirMmmuim\xef\xbf\xbdmm*^^mi
2889,190019,PERSON,[],[:],190013,"[LATHAM, :,  ]",LATHAM
2890,190049,PERSON,[],[],190045,"[A.,  ]",A.  
2891,190069,PERSON,[Dr.],[],190065,"[Dr., Haag]",Haag
2892,190109,ORG,[],[],190078,"[the, Medical, College, of, Virginia]",the Medical College of Virginia
2893,190486,PERSON,[],[.],190468,"[Paul, Larson?\n\nMR, .]",Paul Larson?\n\nMR
2894,190494,PERSON,[],[:],190488,"[LATHAM, :,  ]",LATHAM
2895,190521,PERSON,[],[],190517,"[A.,  ]",A.  
2896,190659,PERSON,[],"[,, Silvette]",190653,"[Larson, ,, Silvette, ,, and, Haag, ?]",Larson
2897,190669,ORG,[],"[,, and, Haag]",190661,"[Silvette, ,, and, Haag, ?]",Silvette
2898,190679,PERSON,[],[?],190675,"[Haag, ?]",Haag
2899,190683,PERSON,[],[.],190681,"[MR, .]",MR
2900,190691,PERSON,[],[:],190685,"[LATHAM, :,  ]",LATHAM
2901,190718,PERSON,[],[],190714,"[A.,  ]",A.  
2902,190728,CARDINAL,[],[of],190725,"[one, of, the, authors, on, that, book, that, summarized, the, world, literature, on, smoking, and, health.\n\nQ.,     ]",one
2903,190827,PERSON,[],[],190809,"[health.\n\nQ.,     ]",health.\n\nQ.     
2904,190845,CARDINAL,[],[],190844,[4],4
2905,190862,PERSON,[],[],190856,[Larson],Larson
2906,190982,PERSON,[Dr.],[],190978,"[Dr., Haag]",Haag
2907,191045,ORG,[],[],191026,"[the, Medical, College]",the Medical College
2908,191126,CARDINAL,[],[],191123,[279],279
2909,191291,CARDINAL,[],[],191278,[4*\n\n00\n\no],4*\n\n00\n\no
2910,191387,PERSON,[],"[page, Secure, ., ""]",191376,"[Q.,  , That\, 's, page, 4, in, the, middle, of, the, paragraph.\n\nA.,  , Okay.\n\nQ.,  , "", Secure, his, services, on, the, basis, of, a, grant, ., "",  ]",Q.  That\'s
2911,191394,CARDINAL,[],[],191393,[4],4
2912,191454,WORK_OF_ART,"[""]","[services, on]",191448,"["", Secure, his, services, on, the, basis, of, a, grant]",Secure
2913,191516,PERSON,[],[],191503,"[that?\n\nA.,  ]",that?\n\nA.  
2914,191548,PERSON,[],[],191544,"[Q.,  ]",Q.  
2915,191654,PERSON,[],"[,]",191648,"[Larson, ,]",Larson
2916,191740,ORG,[],[],191709,"[the, Medical, College, of, Virginia]",the Medical College of Virginia
2917,191744,PERSON,[],[.],191742,"[MR, .]",MR
2918,191752,PERSON,[],[:],191746,"[LATHAM, :,  ]",LATHAM
2919,191779,PERSON,[],[],191775,"[Q.,  ]",Q.  
2920,191815,PERSON,[],[:],191809,"[LATHAM, :,  ]",LATHAM
2921,191842,PERSON,[],[],191838,"[A.,  ]",A.  
2922,191889,ORG,[],[],191870,"[the, Medical, College]",the Medical College
2923,191919,ORG,[],[],191900,"[the, Medical, College]",the Medical College
2924,192032,ORG,[the],[],192029,"[the, MCV]",MCV
2925,192220,LOC,[a],[ ],192208,"[a, grant.\n\nQ.,  ]",grant.\n\nQ.
2926,192247,PERSON,[me],[],192235,"[me, \xef\xbf\xbd]",\xef\xbf\xbd
2927,192273,PERSON,[],[],192258,"[finish.\n\nA.,  ]",finish.\n\nA.  
2928,192350,CARDINAL,[],[9424],192347,"[212, -, 279, -, 9424,                                   ]",212
2929,192448,CARDINAL,[],[],192445,[212],212
2930,192636,CARDINAL,[3\x0c\npgNbr=136\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage],[],192617,"[212, -, 490, -, 3\x0c\npgNbr=136\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, 400\n\nuniversities]",400\n\nuniversities
2931,192863,PERSON,[et],[],192848,"[et, cetera.\n\nQ.,  ]",cetera.\n\nQ.  
2932,192893,PERSON,[],[],192882,"[Paul, Larson]",Paul Larson
2933,192933,PERSON,[],[],192929,[    ],    
2934,192963,PERSON,[],[],192952,"[Harvey, Haag]",Harvey Haag
2935,193014,PERSON,[],[],193003,"[Paul, Larson]",Paul Larson
2936,193026,PERSON,[],[],193022,"[A.,  ]",A.  
2937,193089,PERSON,[],[],193078,"[Paul, Larson]",Paul Larson
2938,193112,PERSON,[],[],193108,"[A.,  ]",A.  
2939,193121,GPE,[],[.],193112,"[No.\n\nMR, .]",No.\n\nMR
2940,193129,PERSON,[],[:],193123,"[LATHAM, :,  ]",LATHAM
2941,193156,PERSON,[],[],193152,"[Q.,  ]",Q.  
2942,193184,PERSON,[],[],193166,"[Harvey, Haag?\n\nMR]",Harvey Haag?\n\nMR
2943,193192,PERSON,[],[:],193186,"[LATHAM, :,  ]",LATHAM
2944,193228,PERSON,[],[ ],193215,"[A.,  , No.\n\nQ.,  ]",A.  No.\n\nQ.
2945,193251,CARDINAL,[],[],193250,[4],4
2946,193270,ORG,[],[],193253,[it\'s\xef\xbf\xbd],it\'s\xef\xbf\xbd
2947,193290,CARDINAL,[],[],193289,[4],4
2948,193359,ORG,[],[],193340,"[the, Medical, College]",the Medical College
2949,193446,CARDINAL,[],[],193443,[279],279
2950,193557,ORG,[],['],193555,"[w\, ']",w\
2951,193735,ORG,[],[],193566,[wnpwwun\x0c\npgNbr=137\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage],wnpwwun\x0c\npgNbr=137\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage
2952,193745,MONEY,[wnpwwun\x0c\npgNbr=137\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage],"[ , arrangements, yes, .]",193736,"[wnpwwun\x0c\npgNbr=137\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage, 401\n\nA.,  , if, some, arrangements, --, yes, .,  ]",401\n\nA.
2953,193839,ORG,[],[],193820,"[the, Medical, College]",the Medical College
2954,194017,PERSON,[],"[,, represented, be, ,]",194006,"[Paul, Larson, ,, who, represented, himself, to, the, public, to, be, a, scientist, at, Medical, College, of, Virginia, ,]",Paul Larson
